Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
9276,Evil Remains,8747,8747,0,2004.csv,2004,1.0,0.0
9277,Everything Put Together,8741,2963,5778,2001.csv,2001,0.33897723372611827,0.6610227662738817
9278,Only When I Dance,8738,8738,0,2010.csv,2010,1.0,0.0
9279,The Man in the White Suit,8718,8718,0,2012.csv,2012,1.0,0.0
9280,Blood Feast,8708,8708,0,2018.csv,2018,1.0,0.0
9281,Amnesia,8700,8700,0,2017.csv,2017,1.0,0.0
9282,Man on a Mission: Richard Garriott's Road to the Stars,8688,8688,0,2012.csv,2012,1.0,0.0
9283,"Small, Beautifully Moving Parts",8631,8631,0,2012.csv,2012,1.0,0.0
9284,Meet Me in Montenegro,8612,8612,0,2015.csv,2015,1.0,0.0
9285,Almost Human,8608,8447,161,2014.csv,2014,0.981296468401487,0.018703531598513012
9286,Mojave,8602,8253,349,2016.csv,2016,0.9594280399906998,0.04057196000930016
9287,Farewell to Hollywood,8601,8601,0,2015.csv,2015,1.0,0.0
9288,General Education,8601,8601,0,2012.csv,2012,1.0,0.0
9289,Kaena: The Prophecy 2004 Re-release,8593,8593,0,2004.csv,2004,1.0,0.0
9290,Lucky,8564,8564,0,2011.csv,2011,1.0,0.0
9291,From the East,8540,8540,0,2016.csv,2016,1.0,0.0
9292,Inspector Maigret,8528,8528,0,2017.csv,2017,1.0,0.0
9293,The Quitter,8512,8512,0,2014.csv,2014,1.0,0.0
9294,The Empty Hours,8478,8244,234,2014.csv,2014,0.9723991507430998,0.027600849256900213
9295,Furlough,8472,8472,0,2018.csv,2018,1.0,0.0
9296,Zero Day,8466,8466,0,2003.csv,2003,1.0,0.0
9297,Canopy,8462,8462,0,2014.csv,2014,1.0,0.0
9298,The Institute,8445,8445,0,2013.csv,2013,1.0,0.0
9299,We Are the Flesh,8438,8438,0,2017.csv,2017,1.0,0.0
9300,Hello Herman,8437,8437,0,2013.csv,2013,1.0,0.0
9301,Red Hollywood,8426,8426,0,2014.csv,2014,1.0,0.0
9302,The Happy Sad,8395,8395,0,2013.csv,2013,1.0,0.0
9303,Downloaded,8377,8377,0,2013.csv,2013,1.0,0.0
9304,Counting,8374,8374,0,2015.csv,2015,1.0,0.0
9305,Gilbert,8362,8362,0,2017.csv,2017,1.0,0.0
9306,The Rising Place,8360,8360,0,2002.csv,2002,1.0,0.0
9307,Eternity: The Movie,8350,8350,0,2014.csv,2014,1.0,0.0
9308,Gringo Trails,8349,8349,0,2014.csv,2014,1.0,0.0
9309,A Teacher,8348,8348,0,2013.csv,2013,1.0,0.0
9310,Natasha,8325,8325,0,2017.csv,2017,1.0,0.0
9311,The Dead Center,8320,8320,0,2019.csv,2019,1.0,0.0
9312,About Cherry,8315,3003,5312,2012.csv,2012,0.36115453998797353,0.6388454600120265
9313,Mr. Chibbs,8302,8302,0,2017.csv,2017,1.0,0.0
9314,Served Like a Girl,8290,8290,0,2017.csv,2017,1.0,0.0
9315,We Are Twisted Fucking Sister!,8277,8277,0,2016.csv,2016,1.0,0.0
9316,Life Partners,8265,8265,0,2014.csv,2014,1.0,0.0
9317,Aliyah,8253,8253,0,2013.csv,2013,1.0,0.0
9318,Silicon Cowboys,8239,8239,0,2016.csv,2016,1.0,0.0
9319,Brooklyn Brothers Beat the Best,8210,7466,744,2012.csv,2012,0.9093788063337394,0.09062119366626066
9320,Spiral,8190,8190,0,2018.csv,2018,1.0,0.0
9321,Jellyfish Eyes,8176,8176,0,2015.csv,2015,1.0,0.0
9322,Anatahan,8171,8171,0,2017.csv,2017,1.0,0.0
9323,Suspended Animation,8169,8169,0,2003.csv,2003,1.0,0.0
9324,The Other Side,8168,8074,94,2016.csv,2016,0.9884916748285995,0.011508325171400588
9325,Far from Vietnam,8132,8132,0,2013.csv,2013,1.0,0.0
9326,Twist of Faith,8129,8129,0,2005.csv,2005,1.0,0.0
9327,From Nowhere,8109,8109,0,2017.csv,2017,1.0,0.0
9328,Restless City,8100,8100,0,2012.csv,2012,1.0,0.0
9329,Next Year Jerusalem,8093,8093,0,2014.csv,2014,1.0,0.0
9330,Golden Kingdom,8077,8077,0,2016.csv,2016,1.0,0.0
9331,In the Mirror of Maya Deren,8077,8077,0,2003.csv,2003,1.0,0.0
9332,16 Years of Alcohol,8046,8046,0,2005.csv,2005,1.0,0.0
9333,No Turning Back,8042,8042,0,2003.csv,2003,1.0,0.0
9334,Steak (R)evolution,8038,8025,13,2015.csv,2015,0.9983826822592685,0.0016173177407315252
9335,Straight Outta Tompkins,8022,8022,0,2015.csv,2015,1.0,0.0
9336,The Scoundrel's Wife,8018,8018,0,2003.csv,2003,1.0,0.0
9337,Occupation: Dreamland,8018,8018,0,2005.csv,2005,1.0,0.0
9338,Talent Has Hunger,7998,7998,0,2016.csv,2016,1.0,0.0
9339,All About Evil,7995,7995,0,2010.csv,2010,1.0,0.0
9340,One Small Hitch 2015 Re-release,7965,7965,0,2015.csv,2015,1.0,0.0
9341,Roseanne for President!,7960,7960,0,2016.csv,2016,1.0,0.0
9342,Stolen,7943,7943,0,2010.csv,2010,1.0,0.0
9343,A Decent Factory,7925,7925,0,2005.csv,2005,1.0,0.0
9344,Mugabe and the White African,7924,7924,0,2010.csv,2010,1.0,0.0
9345,Angels Are Made Of Light,7919,7919,0,2019.csv,2019,1.0,0.0
9346,Portrait of a Garden,7914,7914,0,2016.csv,2016,1.0,0.0
9347,This Magnificent Cake!,7888,7888,0,2019.csv,2019,1.0,0.0
9348,Bleak Street,7888,0,7888,2015.csv,2015,0.0,1.0
9349,Swept Away,7876,7876,0,2017.csv,2017,1.0,0.0
9350,Zenith,7862,7862,0,2010.csv,2010,1.0,0.0
9351,The Ballad of Lefty Brown,7856,7856,0,2017.csv,2017,1.0,0.0
9352,Ghost Fleet,7850,7850,0,2019.csv,2019,1.0,0.0
9353,Prince of Central Park,7838,7838,0,2000.csv,2000,1.0,0.0
9354,Roadie,7825,7825,0,2012.csv,2012,1.0,0.0
9355,Photographic Memory,7822,7822,0,2012.csv,2012,1.0,0.0
9356,The Great Man,7814,7814,0,2015.csv,2015,1.0,0.0
9357,Archipelago 2014 Re-release,7791,7791,0,2014.csv,2014,1.0,0.0
9358,The Plagiarists,7768,7768,0,2019.csv,2019,1.0,0.0
9359,Old Stone,7768,7476,292,2016.csv,2016,0.962409886714727,0.03759011328527292
9360,And While We Were Here,7750,7750,0,2013.csv,2013,1.0,0.0
9361,Come Back to Me,7744,7744,0,2014.csv,2014,1.0,0.0
9362,Young Ones,7740,0,7740,2014.csv,2014,0.0,1.0
9363,Gregory's Girl,7710,7710,0,2019.csv,2019,1.0,0.0
9364,Maurizio Cattelan: Be Right Back,7706,7706,0,2017.csv,2017,1.0,0.0
9365,I Don't Belong Anywhere: The Cinema of Chantal Akerman,7703,7703,0,2016.csv,2016,1.0,0.0
9366,Witness for the Prosecution,7693,0,7693,2003.csv,2003,0.0,1.0
9367,I'll Take Your Dead,7692,7692,0,2019.csv,2019,1.0,0.0
9368,With All Deliberate Speed,7690,7690,0,2004.csv,2004,1.0,0.0
9369,Running Shaadi,7674,0,7674,2017.csv,2017,0.0,1.0
9370,Last Days Here,7643,7643,0,2012.csv,2012,1.0,0.0
9371,Legend of the Mountain,7640,7640,0,2018.csv,2018,1.0,0.0
9372,Wasabi Tuna,7631,7631,0,2004.csv,2004,1.0,0.0
9373,Raman Raghav 2.0,7612,0,7612,2016.csv,2016,0.0,1.0
9374,Area 51,7556,7556,0,2015.csv,2015,1.0,0.0
9375,The Wrong Light,7553,7553,0,2017.csv,2017,1.0,0.0
9376,Controlled Chaos,7549,7549,0,2003.csv,2003,1.0,0.0
9377,Tales from the Script,7535,7535,0,2010.csv,2010,1.0,0.0
9378,Girls Against Boys,7529,7529,0,2013.csv,2013,1.0,0.0
9379,Birthright: A War Story,7519,7519,0,2017.csv,2017,1.0,0.0
9380,Udaan,7461,7461,0,2010.csv,2010,1.0,0.0
9381,The Little Bedroom 2014 Re-release,7440,7440,0,2014.csv,2014,1.0,0.0
9382,Raze,7429,7429,0,2014.csv,2014,1.0,0.0
9383,Bel Borba Aqui,7426,7426,0,2012.csv,2012,1.0,0.0
9384,The Dogwalker,7420,7420,0,2002.csv,2002,1.0,0.0
9385,Rubble Kings,7416,7416,0,2015.csv,2015,1.0,0.0
9386,Price Check,7413,7413,0,2012.csv,2012,1.0,0.0
9387,The Giant Mechanical Man,7396,7396,0,2012.csv,2012,1.0,0.0
9388,Silent Waters,7384,7384,0,2004.csv,2004,1.0,0.0
9389,Desperate Acts of Magic,7373,7373,0,2013.csv,2013,1.0,0.0
9390,Gendernauts: A Journey Through Shifting Identities,7358,7358,0,2000.csv,2000,1.0,0.0
9391,Big Time,7347,7347,0,2017.csv,2017,1.0,0.0
9392,Shoah: Four Sisters,7323,7323,0,2018.csv,2018,1.0,0.0
9393,Beloved Beast,7301,7301,0,2019.csv,2019,1.0,0.0
9394,Dangerous Ishq,7298,0,7298,2012.csv,2012,0.0,1.0
9395,A Piece of Eden,7296,7296,0,2000.csv,2000,1.0,0.0
9396,Gangster's Paradise: Jerusalema 2010 Re-release,7294,7294,0,2010.csv,2010,1.0,0.0
9397,Another WolfCop,7285,7285,0,2017.csv,2017,1.0,0.0
9398,Group,7281,7281,0,2002.csv,2002,1.0,0.0
9399,Indian Point,7251,7251,0,2016.csv,2016,1.0,0.0
9400,Outside Satan,7226,0,7226,2013.csv,2013,0.0,1.0
9401,Tall: The American Skyscraper and Louis Sullivan,7216,7216,0,2018.csv,2018,1.0,0.0
9402,Wake,7212,7212,0,2004.csv,2004,1.0,0.0
9403,I Am Ali,7205,7205,0,2014.csv,2014,1.0,0.0
9404,London River 2011 Re-release,7200,7200,0,2011.csv,2011,1.0,0.0
9405,Happiness Runs,7199,7199,0,2010.csv,2010,1.0,0.0
9406,Antarctic Edge: 70° South,7193,7193,0,2015.csv,2015,1.0,0.0
9407,The Strange Color of Your Body's Tears,7182,7182,0,2014.csv,2014,1.0,0.0
9408,ABCs of Death 2,7171,7171,0,2014.csv,2014,1.0,0.0
9409,It Had to Be You,7162,7162,0,2016.csv,2016,1.0,0.0
9410,"Ugly, Dirty and Bad",7144,7144,0,2016.csv,2016,1.0,0.0
9411,Logan,7137,7137,0,2010.csv,2010,1.0,0.0
9412,The Reagan Show,7109,5500,1609,2017.csv,2017,0.7736671824447883,0.2263328175552117
9413,Domain 2012 Re-release,7105,7105,0,2012.csv,2012,1.0,0.0
9414,The Jazz Funeral,7103,7103,0,2017.csv,2017,1.0,0.0
9415,The Dark Below,7095,7095,0,2017.csv,2017,1.0,0.0
9416,Painless,7082,7082,0,2018.csv,2018,1.0,0.0
9417,Stage Fright,7078,7078,0,2014.csv,2014,1.0,0.0
9418,Good Neighbours,7072,7072,0,2011.csv,2011,1.0,0.0
9419,In Echo Park,7072,7072,0,2018.csv,2018,1.0,0.0
9420,The Brainwashing of My Dad,7028,7028,0,2016.csv,2016,1.0,0.0
9421,In the Land of Pomegranates,7014,7014,0,2018.csv,2018,1.0,0.0
9422,Corman's World: Exploits of a Hollywood Rebel,7000,7000,0,2011.csv,2011,1.0,0.0
9423,Aristide and the Endless Revolution,6998,6998,0,2005.csv,2005,1.0,0.0
9424,The Brass Teapot,6997,6997,0,2013.csv,2013,1.0,0.0
9425,Gabriel,6959,6959,0,2015.csv,2015,1.0,0.0
9426,"Love, Marilyn",6950,6950,0,2012.csv,2012,1.0,0.0
9427,Los Angeles Plays Itself,6945,6945,0,2004.csv,2004,1.0,0.0
9428,A Kind of Loving,6912,6912,0,2017.csv,2017,1.0,0.0
9429,Assaulted: Civil Rights Under Fire,6905,6905,0,2013.csv,2013,1.0,0.0
9430,Boom Bust Boom,6896,6896,0,2016.csv,2016,1.0,0.0
9431,Misconceptions,6892,6892,0,2010.csv,2010,1.0,0.0
9432,Sal,6883,6883,0,2013.csv,2013,1.0,0.0
9433,The Human Scale,6878,6878,0,2013.csv,2013,1.0,0.0
9434,Duck Butter,6877,6877,0,2018.csv,2018,1.0,0.0
9435,The Sisterhood of Night,6870,6870,0,2015.csv,2015,1.0,0.0
9436,Last Ride 2012 Re-release,6853,6853,0,2012.csv,2012,1.0,0.0
9437,Pursuit of Happiness,6850,6850,0,2003.csv,2003,1.0,0.0
9438,Janie Jones,6840,6840,0,2011.csv,2011,1.0,0.0
9439,Mad Tiger,6823,6823,0,2016.csv,2016,1.0,0.0
9440,"No God, No Master",6796,6796,0,2014.csv,2014,1.0,0.0
9441,Finding Bliss,6783,6783,0,2010.csv,2010,1.0,0.0
9442,Mercy,6780,6780,0,2010.csv,2010,1.0,0.0
9443,Calling All Earthlings,6756,6756,0,2018.csv,2018,1.0,0.0
9444,Dying to Survive 2019 Re-release,6752,6752,0,2019.csv,2019,1.0,0.0
9445,A Whale of a Tale,6747,6747,0,2018.csv,2018,1.0,0.0
9446,Buddha Heads,6739,6739,0,2002.csv,2002,1.0,0.0
9447,Iceman,6719,2138,4581,2018.csv,2018,0.3182021134097336,0.6817978865902664
9448,Before You Know It,6717,6717,0,2014.csv,2014,1.0,0.0
9449,Regina Spektor Live in London,6684,6684,0,2010.csv,2010,1.0,0.0
9450,Arabian Nights: Volume 3 - The Enchanted One,6681,4502,2179,2015.csv,2015,0.6738512198772639,0.3261487801227361
9451,Footnotes 2017 Re-release,6660,6660,0,2017.csv,2017,1.0,0.0
9452,Ghost Team,6639,6639,0,2016.csv,2016,1.0,0.0
9453,The Persian Connection,6634,6634,0,2017.csv,2017,1.0,0.0
9454,Breakfast with Curtis,6629,6629,0,2013.csv,2013,1.0,0.0
9455,The Dying of the Light,6627,6627,0,2016.csv,2016,1.0,0.0
9456,Brief Reunion,6601,6601,0,2013.csv,2013,1.0,0.0
9457,Aatsinki: The Story of Arctic Cowboys,6601,6601,0,2014.csv,2014,1.0,0.0
9458,Down the Shore,6558,6558,0,2013.csv,2013,1.0,0.0
9459,Master of the Game,6554,6554,0,2004.csv,2004,1.0,0.0
9460,In Our Nature,6543,6543,0,2012.csv,2012,1.0,0.0
9461,Elizabeth Blue,6542,6542,0,2017.csv,2017,1.0,0.0
9462,Dream Boy,6534,6534,0,2010.csv,2010,1.0,0.0
9463,The Aggressives,6533,6533,0,2005.csv,2005,1.0,0.0
9464,Bloody Angels,6509,6509,0,2001.csv,2001,1.0,0.0
9465,Horse Money,6508,6508,0,2015.csv,2015,1.0,0.0
9466,Jews of Egypt,6505,6505,0,2014.csv,2014,1.0,0.0
9467,The Last Place on Earth,6505,6505,0,2004.csv,2004,1.0,0.0
9468,Windfall,6504,6504,0,2012.csv,2012,1.0,0.0
9469,Ride,6489,0,6489,2015.csv,2015,0.0,1.0
9470,The Beat Hotel,6480,6480,0,2012.csv,2012,1.0,0.0
9471,Santa santita,6470,6470,0,2005.csv,2005,1.0,0.0
9472,Scum,6461,6461,0,2017.csv,2017,1.0,0.0
9473,"White King, Red Rubber, Black Death",6458,6458,0,2005.csv,2005,1.0,0.0
9474,McLibel,6450,4337,2113,2005.csv,2005,0.6724031007751938,0.3275968992248062
9475,Tu Dors Nicole,6445,5662,783,2015.csv,2015,0.8785104732350659,0.12148952676493406
9476,The Suicide Theory,6434,6434,0,2015.csv,2015,1.0,0.0
9477,Some Velvet Morning,6420,6420,0,2013.csv,2013,1.0,0.0
9478,100 Bloody Acres,6388,6388,0,2013.csv,2013,1.0,0.0
9479,Forty Guns,6344,0,6344,2002.csv,2002,0.0,1.0
9480,Inescapable,6334,6334,0,2013.csv,2013,1.0,0.0
9481,The Charnel House,6332,6332,0,2016.csv,2016,1.0,0.0
9482,Watercolors,6305,6305,0,2010.csv,2010,1.0,0.0
9483,Dast-neveshtehaa nemisoosand,6295,6295,0,2014.csv,2014,1.0,0.0
9484,Under the Eiffel Tower,6291,6291,0,2019.csv,2019,1.0,0.0
9485,Solitude,6260,6260,0,2005.csv,2005,1.0,0.0
9486,The Skyjacker's Tale,6253,6253,0,2017.csv,2017,1.0,0.0
9487,All My Loved Ones,6237,6237,0,2002.csv,2002,1.0,0.0
9488,One Last Thing,6232,6232,0,2018.csv,2018,1.0,0.0
9489,In the Steps of Trisha Brown,6230,6230,0,2017.csv,2017,1.0,0.0
9490,The Bad Kids,6226,6226,0,2016.csv,2016,1.0,0.0
9491,A Man Vanishes 2012 Re-release,6201,6201,0,2012.csv,2012,1.0,0.0
9492,The Red Chapel,6196,6196,0,2010.csv,2010,1.0,0.0
9493,The Night of the Shooting Stars 2015 Re-release,6186,6186,0,2015.csv,2015,1.0,0.0
9494,The Phantom of Liberty,6172,6172,0,2002.csv,2002,1.0,0.0
9495,Forget Baghdad: Jews and Arabs - The Iraqi Connection,6151,3741,2410,2003.csv,2003,0.6081937896277028,0.3918062103722972
9496,Sweetwater,6147,6147,0,2013.csv,2013,1.0,0.0
9497,Crazy Eyes,6141,6141,0,2012.csv,2012,1.0,0.0
9498,Relaxer,6133,6133,0,2019.csv,2019,1.0,0.0
9499,Guitar Innovators: John Fahey & Nels Cline,6132,6132,0,2013.csv,2013,1.0,0.0
9500,Scottsboro: An American Tragedy,6123,6123,0,2001.csv,2001,1.0,0.0
9501,"El Sicario, Room 164",6123,6123,0,2011.csv,2011,1.0,0.0
9502,Welcome to Pine Hill,6115,6115,0,2013.csv,2013,1.0,0.0
9503,Arise from Darkness,6112,6112,0,2017.csv,2017,1.0,0.0
9504,Rangrezz,6108,6108,0,2013.csv,2013,1.0,0.0
9505,The Last Fall,6100,6100,0,2012.csv,2012,1.0,0.0
9506,The Last Time I Saw Macao,6095,6095,0,2013.csv,2013,1.0,0.0
9507,The Calling 2003 Re-release,6092,6092,0,2003.csv,2003,1.0,0.0
9508,The Fuzz,6067,6067,0,2017.csv,2017,1.0,0.0
9509,The Miners' Hymns,6051,6051,0,2012.csv,2012,1.0,0.0
9510,The Marquise of O,6048,6048,0,2015.csv,2015,1.0,0.0
9511,Love & Air Sex,6047,6047,0,2014.csv,2014,1.0,0.0
9512,The Family Tree,6035,6035,0,2011.csv,2011,1.0,0.0
9513,Love Object,6028,6028,0,2004.csv,2004,1.0,0.0
9514,BearCity,6000,6000,0,2010.csv,2010,1.0,0.0
9515,Rat,5980,2630,3350,2001.csv,2001,0.4397993311036789,0.560200668896321
9516,On Wings of Eagles 2017 Re-release,5975,5975,0,2017.csv,2017,1.0,0.0
9517,"Sex, Death and Bowling",5972,5972,0,2015.csv,2015,1.0,0.0
9518,The Playroom,5964,5964,0,2013.csv,2013,1.0,0.0
9519,Cavemen,5948,5948,0,2014.csv,2014,1.0,0.0
9520,Starless Dreams,5937,5937,0,2017.csv,2017,1.0,0.0
9521,American Animal,5928,5928,0,2012.csv,2012,1.0,0.0
9522,Sweethearts of the Prison Rodeo,5922,5922,0,2010.csv,2010,1.0,0.0
9523,I Am MLK Jr.,5918,5918,0,2018.csv,2018,1.0,0.0
9524,Gang of Ghosts,5906,5906,0,2014.csv,2014,1.0,0.0
9525,Slash,5902,5902,0,2016.csv,2016,1.0,0.0
9526,Medeas,5895,5895,0,2015.csv,2015,1.0,0.0
9527,An Actor Prepares,5891,1743,4148,2018.csv,2018,0.2958750636564251,0.704124936343575
9528,Infliction,5875,5875,0,2014.csv,2014,1.0,0.0
9529,The Imperialists Are Still Alive!,5874,5874,0,2011.csv,2011,1.0,0.0
9530,Empire of Silver 2011 Re-release,5867,0,5867,2011.csv,2011,0.0,1.0
9531,BuzzKill,5860,5860,0,2012.csv,2012,1.0,0.0
9532,Top Spin,5858,5858,0,2015.csv,2015,1.0,0.0
9533,Bourek,5844,5844,0,2016.csv,2016,1.0,0.0
9534,Shout Gladi Gladi,5839,5839,0,2015.csv,2015,1.0,0.0
9535,Strike! 2000 Re-release,5838,5838,0,2000.csv,2000,1.0,0.0
9536,Mauvais Sang,5812,5812,0,2001.csv,2001,1.0,0.0
9537,Emile,5799,5799,0,2005.csv,2005,1.0,0.0
9538,Five Dances,5788,5788,0,2013.csv,2013,1.0,0.0
9539,Black November,5782,5782,0,2015.csv,2015,1.0,0.0
9540,Undrafted,5777,5777,0,2016.csv,2016,1.0,0.0
9541,Sushi: The Global Catch,5757,5757,0,2012.csv,2012,1.0,0.0
9542,A Dark Truth,5750,5750,0,2013.csv,2013,1.0,0.0
9543,The Overture 2005 Re-release,5740,2254,3486,2005.csv,2005,0.3926829268292683,0.6073170731707317
9544,Dream,5729,5729,0,2005.csv,2005,1.0,0.0
9545,Klezmer on Fish Street,5724,5724,0,2004.csv,2004,1.0,0.0
9546,Save the Date,5719,5719,0,2012.csv,2012,1.0,0.0
9547,The Wanted 18,5680,5680,0,2015.csv,2015,1.0,0.0
9548,People of a Feather,5677,5677,0,2013.csv,2013,1.0,0.0
9549,The Fall of Night,5673,5673,0,2010.csv,2010,1.0,0.0
9550,Knife Fight,5661,5661,0,2013.csv,2013,1.0,0.0
9551,Papirosen,5658,5658,0,2014.csv,2014,1.0,0.0
9552,This Isn't Funny,5654,5654,0,2015.csv,2015,1.0,0.0
9553,The Roost,5642,5642,0,2005.csv,2005,1.0,0.0
9554,Série noire,5633,5633,0,2019.csv,2019,1.0,0.0
9555,La Chinoise 2017 Re-release,5631,5631,0,2017.csv,2017,1.0,0.0
9556,Elevate,5580,5580,0,2011.csv,2011,1.0,0.0
9557,Our Man in Tehran,5573,5573,0,2015.csv,2015,1.0,0.0
9558,Kid Cannabis,5565,5565,0,2014.csv,2014,1.0,0.0
9559,The Miracle of the Little Prince,5553,5553,0,2019.csv,2019,1.0,0.0
9560,Booker's Place: A Mississippi Story,5549,5549,0,2012.csv,2012,1.0,0.0
9561,American Grindhouse,5529,5529,0,2010.csv,2010,1.0,0.0
9562,Are We Not Cats,5518,5518,0,2018.csv,2018,1.0,0.0
9563,The Living,5514,5514,0,2015.csv,2015,1.0,0.0
9564,Icaros: A Vision,5510,5510,0,2017.csv,2017,1.0,0.0
9565,The First $20 Million Is Always the Hardest,5491,5491,0,2002.csv,2002,1.0,0.0
9566,The Man from Earth: Holocene,5472,5472,0,2017.csv,2017,1.0,0.0
9567,Quattro Noza,5471,5471,0,2005.csv,2005,1.0,0.0
9568,Coming Soon,5453,5453,0,2000.csv,2000,1.0,0.0
9569,Cuban Food Stories,5434,5434,0,2018.csv,2018,1.0,0.0
9570,Flex Is Kings,5418,5418,0,2014.csv,2014,1.0,0.0
9571,Whiz Kids,5386,5386,0,2010.csv,2010,1.0,0.0
9572,The Only Real Game,5384,5384,0,2014.csv,2014,1.0,0.0
9573,Particles of Truth,5348,5348,0,2004.csv,2004,1.0,0.0
9574,"La Commune (Paris, 1871)",5340,5340,0,2003.csv,2003,1.0,0.0
9575,She's Lost Control,5319,5319,0,2015.csv,2015,1.0,0.0
9576,The Time Being,5274,5274,0,2013.csv,2013,1.0,0.0
9577,It's Not Yet Dark,5269,1227,4042,2017.csv,2017,0.2328715126209907,0.7671284873790093
9578,Killers,5248,0,5248,2014.csv,2014,0.0,1.0
9579,Sarajevo,5247,5247,0,2015.csv,2015,1.0,0.0
9580,Speed-Dating,5240,5240,0,2010.csv,2010,1.0,0.0
9581,Home Room,5216,5216,0,2003.csv,2003,1.0,0.0
9582,The Princess of France,5212,5212,0,2015.csv,2015,1.0,0.0
9583,Death Valley,5211,5211,0,2015.csv,2015,1.0,0.0
9584,In Searching,5210,5210,0,2018.csv,2018,1.0,0.0
9585,Chokehold,5200,5200,0,2019.csv,2019,1.0,0.0
9586,The Gliksmans,5166,5166,0,2019.csv,2019,1.0,0.0
9587,"Vendetta: No Conscience, No Mercy",5161,5161,0,2003.csv,2003,1.0,0.0
9588,Lakeboat,5159,5159,0,2001.csv,2001,1.0,0.0
9589,And They're Off,5154,5154,0,2011.csv,2011,1.0,0.0
9590,100 Acres of Hell,5152,5152,0,2019.csv,2019,1.0,0.0
9591,To Die Is Hard,5129,5129,0,2010.csv,2010,1.0,0.0
9592,Body at Brighton Rock,5123,5123,0,2019.csv,2019,1.0,0.0
9593,Return to Nuke 'Em High Volume 1,5122,5122,0,2014.csv,2014,1.0,0.0
9594,Intersection,5116,5116,0,2018.csv,2018,1.0,0.0
9595,Bad Lucky Goat,5088,5088,0,2017.csv,2017,1.0,0.0
9596,On War 2015 Re-release,5086,5086,0,2015.csv,2015,1.0,0.0
9597,Welcome to Happiness,5083,5083,0,2016.csv,2016,1.0,0.0
9598,2307: Winter's Dream,5078,0,5078,2017.csv,2017,0.0,1.0
9599,Bidder 70,5074,5074,0,2013.csv,2013,1.0,0.0
9600,Tanner Hall,5073,5073,0,2011.csv,2011,1.0,0.0
9601,Notes on an Appearance,5065,5065,0,2018.csv,2018,1.0,0.0
9602,Chulas Fronteras,5021,5021,0,2019.csv,2019,1.0,0.0
9603,The Sleepwalker,5012,5012,0,2014.csv,2014,1.0,0.0
9604,Downtown Express,5010,5010,0,2012.csv,2012,1.0,0.0
9605,The Texture of Falling,5010,5010,0,2018.csv,2018,1.0,0.0
9606,Social Animals,5007,5007,0,2018.csv,2018,1.0,0.0
9607,The Garden,5006,5006,0,2019.csv,2019,1.0,0.0
9608,An L.A. Minute,5004,5004,0,2018.csv,2018,1.0,0.0
9609,Newlyweds,5000,5000,0,2012.csv,2012,1.0,0.0
9610,Perfect Pie,5000,5000,0,2002.csv,2002,1.0,0.0
9611,Weekend of a Champion,4976,4100,876,2013.csv,2013,0.8239549839228296,0.1760450160771704
9612,Bringing Up Bobby,4975,4975,0,2012.csv,2012,1.0,0.0
9613,sxtape,4961,0,4961,2014.csv,2014,0.0,1.0
9614,Futaba kara tooku hanarete,4960,4960,0,2013.csv,2013,1.0,0.0
9615,Herman's House,4956,4956,0,2013.csv,2013,1.0,0.0
9616,To Die Like a Man,4955,4029,926,2011.csv,2011,0.8131180625630676,0.1868819374369324
9617,SBK: The Movie,4950,4950,0,2015.csv,2015,1.0,0.0
9618,Tournament,4942,4942,0,2017.csv,2017,1.0,0.0
9619,Company Town,4934,4934,0,2017.csv,2017,1.0,0.0
9620,"Peace, Propaganda & the Promised Land",4930,4930,0,2005.csv,2005,1.0,0.0
9621,Supporting Characters,4917,4917,0,2013.csv,2013,1.0,0.0
9622,Guidance,4900,4900,0,2015.csv,2015,1.0,0.0
9623,Malek,4898,4898,0,2019.csv,2019,1.0,0.0
9624,Home of the Brave,4874,4874,0,2004.csv,2004,1.0,0.0
9625,Revelation Road 2: The Sea of Glass and Fire,4871,4871,0,2013.csv,2013,1.0,0.0
9626,Nothing Bad Can Happen,4870,4870,0,2014.csv,2014,1.0,0.0
9627,Kira's Reason: A Love Story,4847,4847,0,2003.csv,2003,1.0,0.0
9628,Call Her Applebroog,4842,4842,0,2016.csv,2016,1.0,0.0
9629,High Times Potluck,4827,4827,0,2003.csv,2003,1.0,0.0
9630,Ferlinghetti: A Rebirth of Wonder,4816,4816,0,2013.csv,2013,1.0,0.0
9631,"Half The Road: The Passion, Pitfalls & Power of Women's Professional Cycling",4783,4783,0,2014.csv,2014,1.0,0.0
9632,Perlasca,4780,4780,0,2005.csv,2005,1.0,0.0
9633,Behind the White Glasses,4770,2223,2547,2016.csv,2016,0.4660377358490566,0.5339622641509434
9634,Secret Society,4725,4725,0,2002.csv,2002,1.0,0.0
9635,Miss Hill: Making Dance Matter,4706,4706,0,2015.csv,2015,1.0,0.0
9636,Shot,4701,4701,0,2017.csv,2017,1.0,0.0
9637,Marinoni: The Fire in the Frame,4696,4696,0,2016.csv,2016,1.0,0.0
9638,The Other Side of Everything,4685,4685,0,2018.csv,2018,1.0,0.0
9639,Isn't This a Time! A Tribute Concert for Harold Leventhal,4683,4683,0,2005.csv,2005,1.0,0.0
9640,Death Metal Angola,4674,4674,0,2014.csv,2014,1.0,0.0
9641,The Long Dumb Road,4667,4667,0,2018.csv,2018,1.0,0.0
