Rank,Release Group,Worldwide,Domestic,%,Foreign,%.1,filename,year
363,House,"$209,765","$209,765",100%,-,-,2010.csv,2010
364,Sweetgrass,"$207,473","$207,473",100%,-,-,2010.csv,2010
365,Legendary,"$200,393","$200,393",100%,-,-,2010.csv,2010
366,A Screaming Man,"$193,981","$9,862",5.1%,"$184,119",94.9%,2010.csv,2010
367,Client 9: The Rise and Fall of Eliot Spitzer,"$192,870","$189,416",98.2%,"$3,454",1.8%,2010.csv,2010
368,The Romantics,"$191,019","$106,524",55.8%,"$84,495",44.2%,2010.csv,2010
369,Nick Saban: Gamechanger,"$189,000","$189,000",100%,-,-,2010.csv,2010
370,Leap Year,"$188,242","$12,979",6.9%,"$175,263",93.1%,2010.csv,2010
371,Salt of This Sea 2010 Re-release,"$186,045","$11,662",6.3%,"$174,383",93.7%,2010.csv,2010
372,Winnebago Man,"$181,039","$181,039",100%,-,-,2010.csv,2010
373,Nostalgia for the Light,"$177,634","$163,962",92.3%,"$13,672",7.7%,2010.csv,2010
374,Casino Jack and the United States of Money,"$176,865","$176,865",100%,-,-,2010.csv,2010
375,Anchor Baby,"$176,784","$15,790",8.9%,"$160,994",91.1%,2010.csv,2010
376,Perrier's Bounty,"$167,938",$828,0.5%,"$167,110",99.5%,2010.csv,2010
377,Genius Within: The Inner Life of Glenn Gould,"$167,508","$167,508",100%,-,-,2010.csv,2010
378,Fool for Love,"$165,987","$165,987",100%,-,-,2010.csv,2010
379,Spring Fever,"$161,110","$10,824",6.7%,"$150,286",93.3%,2010.csv,2010
380,The Eclipse,"$159,852","$133,411",83.5%,"$26,441",16.5%,2010.csv,2010
381,Hatchet II,"$156,190","$52,604",33.7%,"$103,586",66.3%,2010.csv,2010
382,Red Riding: The Year of Our Lord 1974,"$151,644","$151,644",100%,-,-,2010.csv,2010
383,The Cremaster Cycle 2010 Re-release,"$151,239","$151,239",100%,-,-,2010.csv,2010
384,Only the Brave,"$150,000","$150,000",100%,-,-,2010.csv,2010
385,The Strange Case of Angelica,"$147,173","$50,135",34.1%,"$97,038",65.9%,2010.csv,2010
386,Survival of the Dead,"$143,191","$101,740",71.1%,"$41,451",28.9%,2010.csv,2010
387,The Weathered Underground,"$140,091","$140,091",100%,-,-,2010.csv,2010
388,Love Ranch,"$137,885","$137,885",100%,-,-,2010.csv,2010
389,Attenberg,"$134,503","$24,036",17.9%,"$110,467",82.1%,2010.csv,2010
390,Pure Country 2: The Gift,"$133,771","$133,771",100%,-,-,2010.csv,2010
391,October,"$130,335","$32,127",24.6%,"$98,208",75.4%,2010.csv,2010
392,Stonewall Uprising,"$128,203","$128,203",100%,-,-,2010.csv,2010
393,Benda Bilili!,"$127,362","$13,420",10.5%,"$113,942",89.5%,2010.csv,2010
394,The Arbor,"$126,182","$21,620",17.1%,"$104,562",82.9%,2010.csv,2010
395,Ran 2010 Re-release,"$124,673","$124,673",100%,-,-,2010.csv,2010
396,Film socialisme 2010 Re-release,"$122,264","$42,925",35.1%,"$79,339",64.9%,2010.csv,2010
397,Valley of the Heart's Delight,"$119,290","$119,290",100%,-,-,2010.csv,2010
398,Celine: Through the Eyes of the World,"$119,274",-,-,"$119,274",100%,2010.csv,2010
399,See What I'm Saying: The Deaf Entertainers Documentary,"$118,206","$118,206",100%,-,-,2010.csv,2010
400,Freakonomics,"$117,678","$101,270",86.1%,"$16,408",13.9%,2010.csv,2010
401,Touching Home,"$116,353","$116,353",100%,-,-,2010.csv,2010
402,Marwencol,"$112,036","$112,036",100%,-,-,2010.csv,2010
403,Saint John of Las Vegas,"$111,731","$102,645",91.9%,"$9,086",8.1%,2010.csv,2010
404,Best Worst Movie,"$109,895","$109,895",100%,-,-,2010.csv,2010
405,Blood Done Sign My Name,"$109,383","$109,383",100%,-,-,2010.csv,2010
406,Band Baaja Baaraat,"$104,532","$43,820",41.9%,"$60,712",58.1%,2010.csv,2010
407,Feed the Fish,"$101,170","$101,170",100%,-,-,2010.csv,2010
408,The Good Guy,"$100,688","$100,688",100%,-,-,2010.csv,2010
409,8: The Mormon Proposition,"$100,280","$100,280",100%,-,-,2010.csv,2010
410,Bhutto,"$100,202","$100,202",100%,-,-,2010.csv,2010
411,White Lion,"$99,635",-,-,"$99,635",100%,2010.csv,2010
412,Kings of the Evening,"$99,270","$99,270",100%,-,-,2010.csv,2010
413,Kisses 2010 Re-release,"$96,933","$81,680",84.3%,"$15,253",15.7%,2010.csv,2010
414,Oy Vey! My Son Is Gay!!,"$89,507","$89,507",100%,-,-,2010.csv,2010
415,Crazy on the Outside,"$88,335","$88,335",100%,-,-,2010.csv,2010
416,The Cartel,"$87,763","$87,763",100%,-,-,2010.csv,2010
417,Waking Sleeping Beauty,"$84,918","$80,741",95.1%,"$4,177",4.9%,2010.csv,2010
418,Enemies of the People,"$80,654","$73,171",90.7%,"$7,483",9.3%,2010.csv,2010
419,Inhale,"$80,112","$4,115",5.1%,"$75,997",94.9%,2010.csv,2010
420,Breaking Upwards,"$77,389","$77,389",100%,-,-,2010.csv,2010
421,Night Catches Us,"$76,185","$76,185",100%,-,-,2010.csv,2010
422,Hadewijch,"$74,586","$5,006",6.7%,"$69,580",93.3%,2010.csv,2010
423,Prodigal Sons,"$73,544","$73,544",100%,-,-,2010.csv,2010
424,The Sicilian Girl 2010 Re-release,"$71,239","$71,239",100%,-,-,2010.csv,2010
425,Rosencrantz and Guildenstern Are Undead,"$71,007","$71,007",100%,-,-,2010.csv,2010
426,Over Your Cities Grass Will Grow,"$70,256","$51,301",73%,"$18,955",27%,2010.csv,2010
427,Assassination of a High School President,"$69,564",-,-,"$69,564",100%,2010.csv,2010
428,Strange Powers: Stephin Merritt and the Magnetic Fields,"$68,719","$68,719",100%,-,-,2010.csv,2010
429,Budrus,"$68,353","$68,353",100%,-,-,2010.csv,2010
430,2012: Time for Change,"$68,339","$68,339",100%,-,-,2010.csv,2010
431,Le Amiche,"$68,167","$68,167",100%,-,-,2010.csv,2010
432,The Sun Behind the Clouds: Tibet's Struggle for Freedom,"$67,095","$67,095",100%,-,-,2010.csv,2010
433,The Autobiography of Nicolae Ceausescu,"$67,093","$34,023",50.7%,"$33,070",49.3%,2010.csv,2010
434,Dancing Across Borders,"$66,166","$66,166",100%,-,-,2010.csv,2010
435,Racing Dreams,"$65,082","$65,082",100%,-,-,2010.csv,2010
436,Badmaa$h Company,"$64,398",-,-,"$64,398",100%,2010.csv,2010
437,Cool It,"$62,713","$62,713",100%,-,-,2010.csv,2010
438,Kites The Remix,"$61,997","$41,783",67.4%,"$20,214",32.6%,2010.csv,2010
439,Orlando 2010 Re-release,"$58,198","$58,198",100%,-,-,2010.csv,2010
440,As Good as Dead,"$55,618","$1,981",3.6%,"$53,637",96.4%,2010.csv,2010
441,The Nature of Existence,"$54,645","$54,645",100%,-,-,2010.csv,2010
442,The Lottery,"$54,543","$54,543",100%,-,-,2010.csv,2010
443,The Harimaya Bridge,"$54,473","$54,473",100%,-,-,2010.csv,2010
444,Harlan: In the Shadow of Jew Suess,"$54,305","$54,305",100%,-,-,2010.csv,2010
445,God of Vampires,"$53,345","$53,345",100%,-,-,2010.csv,2010
446,Mia and the Migoo 2010 Re-release,"$52,873","$17,000",32.2%,"$35,873",67.8%,2010.csv,2010
447,Cropsey,"$52,476","$52,476",100%,-,-,2010.csv,2010
448,Breath Made Visible: Anna Halprin,"$52,387","$52,387",100%,-,-,2010.csv,2010
449,Here and There,"$52,307","$27,156",51.9%,"$25,151",48.1%,2010.csv,2010
450,The Human Experience,"$52,296","$52,296",100%,-,-,2010.csv,2010
451,Henri-Georges Clouzot's Inferno,"$52,003","$25,489",49%,"$26,514",51%,2010.csv,2010
452,GasLand,"$49,428","$30,846",62.4%,"$18,582",37.6%,2010.csv,2010
453,Tales from Earthsea 2010 Re-release,"$48,658","$48,658",100%,-,-,2010.csv,2010
454,Boogie Woogie,"$48,411","$2,618",5.4%,"$45,793",94.6%,2010.csv,2010
455,Every Man for Himself,"$47,262","$47,262",100%,-,-,2010.csv,2010
456,Ca$h,"$46,488","$46,488",100%,-,-,2010.csv,2010
457,William S. Burroughs: A Man Within,"$46,380","$46,380",100%,-,-,2010.csv,2010
458,Defendor,"$44,462","$44,462",100%,-,-,2010.csv,2010
459,The Oath,"$42,273","$42,273",100%,-,-,2010.csv,2010
460,On the Bowery,"$41,802","$41,802",100%,-,-,2010.csv,2010
461,Terkel in Trouble 2010 Re-release,"$40,385","$40,385",100%,-,-,2010.csv,2010
462,The Red Baron 2010 Re-release,"$40,239","$37,189",92.4%,"$3,050",7.6%,2010.csv,2010
463,Bluebeard,"$38,696","$33,490",86.5%,"$5,206",13.5%,2010.csv,2010
464,Nine Nation Animation,"$38,382","$38,382",100%,-,-,2010.csv,2010
465,The Legend of Pale Male,"$38,083","$38,083",100%,-,-,2010.csv,2010
466,Cherry,"$36,465","$11,362",31.2%,"$25,103",68.8%,2010.csv,2010
467,Guy and Madeline on a Park Bench,"$35,556","$35,556",100%,-,-,2010.csv,2010
468,Daddy Longlegs,"$33,217","$21,766",65.5%,"$11,451",34.5%,2010.csv,2010
469,Ahead of Time: The Extraordinary Journey of Ruth Gruber,"$33,024","$33,024",100%,-,-,2010.csv,2010
470,Spoken Word,"$32,961","$32,961",100%,-,-,2010.csv,2010
471,Boxing Gym,"$32,476","$32,476",100%,-,-,2010.csv,2010
472,Brotherhood,"$32,416","$19,722",60.8%,"$12,694",39.2%,2010.csv,2010
473,Beetle Queen Conquers Tokyo,"$32,308","$32,308",100%,-,-,2010.csv,2010
474,Living in Emergency,"$32,208","$32,208",100%,-,-,2010.csv,2010
475,180° South,"$31,745","$31,745",100%,-,-,2010.csv,2010
476,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),"$30,975","$30,975",100%,-,-,2010.csv,2010
477,Shanghai Red 2010 Re-release,"$30,353","$30,353",100%,-,-,2010.csv,2010
478,In My Sleep,"$30,158","$30,158",100%,-,-,2010.csv,2010
479,Saint Misbehavin': The Wavy Gravy Movie,"$29,893","$29,893",100%,-,-,2010.csv,2010
480,Lbs.,"$29,866","$29,866",100%,-,-,2010.csv,2010
481,Multiple Sarcasms,"$29,731","$29,731",100%,-,-,2010.csv,2010
482,Two in the Wave,"$28,808","$28,808",100%,-,-,2010.csv,2010
483,Nénette,"$28,699","$18,009",62.8%,"$10,690",37.2%,2010.csv,2010
484,October Country,"$26,185","$26,185",100%,-,-,2010.csv,2010
485,The Exploding Girl,"$25,572","$25,572",100%,-,-,2010.csv,2010
486,Fresh,"$25,115","$25,115",100%,-,-,2010.csv,2010
487,Behind the Burly Q,"$23,889","$23,889",100%,-,-,2010.csv,2010
488,The Other City,"$22,539","$22,539",100%,-,-,2010.csv,2010
489,Happy Tears,"$22,464","$22,464",100%,-,-,2010.csv,2010
490,Picture Me,"$22,369","$12,008",53.7%,"$10,361",46.3%,2010.csv,2010
491,The Garden of Eden,"$22,083","$22,083",100%,-,-,2010.csv,2010
492,And Everything Is Going Fine,"$22,080","$22,080",100%,-,-,2010.csv,2010
493,Toe to Toe,"$21,648","$21,648",100%,-,-,2010.csv,2010
494,Douchebag,"$20,615","$20,615",100%,-,-,2010.csv,2010
495,The Korean,"$20,279","$20,279",100%,-,-,2010.csv,2010
496,Double Take,"$20,218","$20,218",100%,-,-,2010.csv,2010
497,Shoah,"$20,175","$20,175",100%,-,-,2010.csv,2010
498,The Trial,"$19,753","$19,753",100%,-,-,2010.csv,2010
499,Neshoba,"$19,245","$19,245",100%,-,-,2010.csv,2010
500,The People I've Slept With,"$19,137","$19,137",100%,-,-,2010.csv,2010
501,Off and Running,"$18,262","$18,262",100%,-,-,2010.csv,2010
502,Great Directors,"$17,921","$17,921",100%,-,-,2010.csv,2010
503,The Thorn in the Heart,"$17,849","$7,376",41.3%,"$10,473",58.7%,2010.csv,2010
504,The Law,"$17,351","$17,351",100%,-,-,2010.csv,2010
505,Carbon Nation,"$16,901","$16,901",100%,-,-,2010.csv,2010
506,The Freebie,"$16,613","$16,613",100%,-,-,2010.csv,2010
507,Breakdance Academy,"$15,628","$15,628",100%,-,-,2010.csv,2010
508,Dreamkiller,"$15,514","$15,514",100%,-,-,2010.csv,2010
509,The Two Escobars,"$14,457","$14,457",100%,-,-,2010.csv,2010
510,Ghetto Physics,"$14,034","$14,034",100%,-,-,2010.csv,2010
511,Don McKay,"$13,722","$13,722",100%,-,-,2010.csv,2010
512,Paper Man,"$13,514","$13,514",100%,-,-,2010.csv,2010
513,Handsome Harry,"$13,500","$13,500",100%,-,-,2010.csv,2010
514,Violet Tendencies,"$13,304","$13,304",100%,-,-,2010.csv,2010
515,Jim,"$13,000","$13,000",100%,-,-,2010.csv,2010
516,The Taqwacores,"$12,839","$11,445",89.1%,"$1,394",10.9%,2010.csv,2010
517,The Living Wake,"$12,232","$12,232",100%,-,-,2010.csv,2010
518,The Kids Grow Up,"$12,095","$12,095",100%,-,-,2010.csv,2010
519,The Dry Land,"$11,777","$11,777",100%,-,-,2010.csv,2010
520,White Wedding 2010 Re-release,"$11,710","$11,710",100%,-,-,2010.csv,2010
521,After the Cup: Sons of Sakhnin United,"$11,538","$11,538",100%,-,-,2010.csv,2010
522,Children of Invention,"$11,183","$11,183",100%,-,-,2010.csv,2010
523,Christina,"$11,000","$11,000",100%,-,-,2010.csv,2010
524,Terkel in Trouble 2010 Re-release,"$10,783","$10,783",100%,-,-,2010.csv,2010
525,Frankie & Alice,"$10,670","$10,670",100%,-,-,2010.csv,2010
526,Waiting for Armageddon,"$10,501","$10,501",100%,-,-,2010.csv,2010
527,Circle,"$10,024","$10,024",100%,-,-,2010.csv,2010
528,"Hugh Hefner: Playboy, Activist and Rebel","$10,000","$10,000",100%,-,-,2010.csv,2010
529,Down Terrace,"$9,812","$9,812",100%,-,-,2010.csv,2010
530,Brutal Beauty: Tales of the Rose City Rollers,"$9,677","$9,677",100%,-,-,2010.csv,2010
531,Wonderful World,"$9,309","$9,309",100%,-,-,2010.csv,2010
532,Only When I Dance,"$8,738","$8,738",100%,-,-,2010.csv,2010
533,All About Evil,"$7,995","$7,995",100%,-,-,2010.csv,2010
534,Stolen,"$7,943","$7,943",100%,-,-,2010.csv,2010
535,Mugabe and the White African,"$7,924","$7,924",100%,-,-,2010.csv,2010
536,Zenith,"$7,862","$7,862",100%,-,-,2010.csv,2010
537,Tales from the Script,"$7,535","$7,535",100%,-,-,2010.csv,2010
538,Udaan,"$7,461","$7,461",100%,-,-,2010.csv,2010
539,Gangster's Paradise: Jerusalema 2010 Re-release,"$7,294","$7,294",100%,-,-,2010.csv,2010
540,Happiness Runs,"$7,199","$7,199",100%,-,-,2010.csv,2010
541,Logan,"$7,137","$7,137",100%,-,-,2010.csv,2010
542,Misconceptions,"$6,892","$6,892",100%,-,-,2010.csv,2010
543,Finding Bliss,"$6,783","$6,783",100%,-,-,2010.csv,2010
544,Mercy,"$6,780","$6,780",100%,-,-,2010.csv,2010
545,Regina Spektor Live in London,"$6,684","$6,684",100%,-,-,2010.csv,2010
546,Dream Boy,"$6,534","$6,534",100%,-,-,2010.csv,2010
547,Watercolors,"$6,305","$6,305",100%,-,-,2010.csv,2010
548,The Red Chapel,"$6,196","$6,196",100%,-,-,2010.csv,2010
549,BearCity,"$6,000","$6,000",100%,-,-,2010.csv,2010
550,Sweethearts of the Prison Rodeo,"$5,922","$5,922",100%,-,-,2010.csv,2010
551,The Fall of Night,"$5,673","$5,673",100%,-,-,2010.csv,2010
552,American Grindhouse,"$5,529","$5,529",100%,-,-,2010.csv,2010
553,Whiz Kids,"$5,386","$5,386",100%,-,-,2010.csv,2010
554,Speed-Dating,"$5,240","$5,240",100%,-,-,2010.csv,2010
555,To Die Is Hard,"$5,129","$5,129",100%,-,-,2010.csv,2010
556,Protector 2010 Re-release,"$4,576","$2,968",64.9%,"$1,608",35.1%,2010.csv,2010
557,Promised Lands,"$4,546","$4,546",100%,-,-,2010.csv,2010
558,The Flower of Kim Jong II,"$4,362","$4,362",100%,-,-,2010.csv,2010
559,Helena from the Wedding,"$4,190","$4,190",100%,-,-,2010.csv,2010
560,Just Say Love,"$3,944","$3,944",100%,-,-,2010.csv,2010
561,Aashayein,"$3,836",-,-,"$3,836",100%,2010.csv,2010
562,In/Significant Others,"$3,763","$3,763",100%,-,-,2010.csv,2010
563,Heartless,"$3,697","$3,697",100%,-,-,2010.csv,2010
564,Smash His Camera,"$3,644","$3,644",100%,-,-,2010.csv,2010
565,Dead Awake,"$3,484",-,-,"$3,484",100%,2010.csv,2010
566,Metal Messiah,"$3,476","$3,476",100%,-,-,2010.csv,2010
567,The Full Picture,"$3,467","$3,467",100%,-,-,2010.csv,2010
568,Fashion Victim,"$3,346","$3,346",100%,-,-,2010.csv,2010
569,El Superstar: The Unlikely Rise of Juan Frances,"$3,271","$3,271",100%,-,-,2010.csv,2010
570,The Afterlight,"$3,059","$3,059",100%,-,-,2010.csv,2010
571,Adolf Eichmann,"$2,706","$2,706",100%,-,-,2010.csv,2010
572,Daniel and Ana,"$2,372","$2,372",100%,-,-,2010.csv,2010
573,The Girl 2010 Re-release,"$2,273","$2,201",96.8%,$72,3.2%,2010.csv,2010
574,You Wont Miss Me,"$2,240","$2,240",100%,-,-,2010.csv,2010
575,NoBody's Perfect 2010 Re-release,"$2,122","$2,122",100%,-,-,2010.csv,2010
576,Falling Awake,"$1,978","$1,978",100%,-,-,2010.csv,2010
577,The Temptation of St. Tony,"$1,963","$1,963",100%,-,-,2010.csv,2010
578,A Mother's Courage: Talking Back to Autism 2010 Re-release,"$1,916","$1,916",100%,-,-,2010.csv,2010
579,Manuela and Manuel,"$1,582","$1,582",100%,-,-,2010.csv,2010
580,"Carmo, Hit the Road 2010 Re-release","$1,512","$1,512",100%,-,-,2010.csv,2010
581,Drool,"$1,403","$1,403",100%,-,-,2010.csv,2010
582,45365,$853,$853,100%,-,-,2010.csv,2010
583,Shake Hands with the Devil,$594,$594,100%,-,-,2010.csv,2010
584,The Magician 2010 Re-release,$406,$406,100%,-,-,2010.csv,2010
1,Harry Potter and the Deathly Hallows: Part 2,"$1,341,511,219","$381,011,219",28.4%,"$960,500,000",71.6%,2011.csv,2011
2,Transformers: Dark of the Moon,"$1,123,794,079","$352,390,543",31.4%,"$771,403,536",68.6%,2011.csv,2011
3,Pirates of the Caribbean: On Stranger Tides,"$1,045,713,802","$241,071,802",23.1%,"$804,642,000",76.9%,2011.csv,2011
4,The Twilight Saga: Breaking Dawn - Part 1,"$712,205,856","$281,287,133",39.5%,"$430,918,723",60.5%,2011.csv,2011
5,Mission: Impossible - Ghost Protocol,"$694,713,380","$209,397,903",30.1%,"$485,315,477",69.9%,2011.csv,2011
6,Kung Fu Panda 2,"$665,692,281","$165,249,063",24.8%,"$500,443,218",75.2%,2011.csv,2011
7,Fast Five,"$626,137,675","$209,837,675",33.5%,"$416,300,000",66.5%,2011.csv,2011
8,The Hangover Part II,"$586,764,305","$254,464,305",43.4%,"$332,300,000",56.6%,2011.csv,2011
9,The Smurfs,"$563,749,323","$142,614,158",25.3%,"$421,135,165",74.7%,2011.csv,2011
10,Cars 2,"$559,852,396","$191,452,396",34.2%,"$368,400,000",65.8%,2011.csv,2011
11,Puss in Boots,"$554,987,477","$149,260,504",26.9%,"$405,726,973",73.1%,2011.csv,2011
12,Sherlock Holmes: A Game of Shadows,"$543,848,418","$186,848,418",34.4%,"$357,000,000",65.6%,2011.csv,2011
13,Rio,"$483,866,518","$143,619,809",29.7%,"$340,246,709",70.3%,2011.csv,2011
14,Rise of the Planet of the Apes,"$481,800,873","$176,760,185",36.7%,"$305,040,688",63.3%,2011.csv,2011
15,Thor,"$449,326,618","$181,030,624",40.3%,"$268,295,994",59.7%,2011.csv,2011
16,The Intouchables,"$426,588,510","$10,198,820",2.4%,"$416,389,690",97.6%,2011.csv,2011
17,The Adventures of Tintin,"$373,993,951","$77,591,831",20.7%,"$296,402,120",79.3%,2011.csv,2011
18,Captain America: The First Avenger,"$370,569,774","$176,654,505",47.7%,"$193,915,269",52.3%,2011.csv,2011
19,Hotel Transylvania,"$358,375,603","$148,313,048",41.4%,"$210,062,555",58.6%,2011.csv,2011
20,X-Men: First Class,"$352,616,690","$146,408,305",41.5%,"$206,208,385",58.5%,2011.csv,2011
21,Alvin and the Chipmunks: Chipwrecked,"$342,695,435","$133,110,742",38.8%,"$209,584,693",61.2%,2011.csv,2011
22,Real Steel,"$299,268,508","$85,468,508",28.6%,"$213,800,000",71.4%,2011.csv,2011
23,Bridesmaids,"$288,383,523","$169,106,725",58.6%,"$119,276,798",41.4%,2011.csv,2011
24,Super 8,"$260,095,986","$127,004,179",48.8%,"$133,091,807",51.2%,2011.csv,2011
25,Rango,"$245,724,603","$123,477,607",50.3%,"$122,246,996",49.7%,2011.csv,2011
26,The Girl with the Dragon Tattoo,"$232,617,430","$102,515,793",44.1%,"$130,101,637",55.9%,2011.csv,2011
27,The Green Hornet,"$227,817,248","$98,780,042",43.4%,"$129,037,206",56.6%,2011.csv,2011
28,Immortals,"$226,904,017","$83,504,017",36.8%,"$143,400,000",63.2%,2011.csv,2011
29,Green Lantern,"$219,851,172","$116,601,172",53%,"$103,250,000",47%,2011.csv,2011
30,The Help,"$216,639,112","$169,708,112",78.3%,"$46,931,000",21.7%,2011.csv,2011
31,Bad Teacher,"$216,197,492","$100,292,856",46.4%,"$115,904,636",53.6%,2011.csv,2011
32,Just Go with It,"$214,945,591","$103,028,109",47.9%,"$111,917,482",52.1%,2011.csv,2011
33,Battle Los Angeles,"$211,819,354","$83,552,429",39.4%,"$128,266,925",60.6%,2011.csv,2011
34,Horrible Bosses,"$209,838,559","$117,538,559",56%,"$92,300,000",44%,2011.csv,2011
35,Paranormal Activity 3,"$207,039,844","$104,028,807",50.2%,"$103,011,037",49.8%,2011.csv,2011
36,Gnomeo & Juliet,"$193,967,670","$99,967,670",51.5%,"$94,000,000",48.5%,2011.csv,2011
37,Mr. Popper's Penguins,"$187,361,754","$68,224,452",36.4%,"$119,137,302",63.6%,2011.csv,2011
38,Hugo,"$185,770,160","$73,864,507",39.8%,"$111,905,653",60.2%,2011.csv,2011
39,The Lion King 2011 3D Release,"$185,542,001","$94,242,001",50.8%,"$91,300,000",49.2%,2011.csv,2011
40,Hop,"$183,953,723","$108,085,305",58.8%,"$75,868,418",41.2%,2011.csv,2011
41,War Horse,"$177,584,879","$79,884,879",45%,"$97,700,000",55%,2011.csv,2011
42,The Descendants,"$177,243,185","$82,584,160",46.6%,"$94,659,025",53.4%,2011.csv,2011
43,Cowboys & Aliens,"$174,822,325","$100,240,551",57.3%,"$74,581,774",42.7%,2011.csv,2011
44,In Time,"$173,930,596","$37,520,095",21.6%,"$136,410,501",78.4%,2011.csv,2011
45,Zookeeper,"$169,852,759","$80,360,843",47.3%,"$89,491,916",52.7%,2011.csv,2011
46,The Muppets,"$165,184,237","$88,631,237",53.7%,"$76,553,000",46.3%,2011.csv,2011
47,Limitless,"$161,849,455","$79,249,455",49%,"$82,600,000",51%,2011.csv,2011
48,Johnny English Reborn,"$160,078,586","$8,305,970",5.2%,"$151,772,616",94.8%,2011.csv,2011
49,Happy Feet Two,"$159,196,259","$64,006,466",40.2%,"$95,189,793",59.8%,2011.csv,2011
50,Final Destination 5,"$157,887,643","$42,587,643",27%,"$115,300,000",73%,2011.csv,2011
51,Midnight in Paris,"$153,887,576","$56,817,045",36.9%,"$97,070,531",63.1%,2011.csv,2011
52,Tower Heist,"$152,930,623","$78,046,570",51%,"$74,884,053",49%,2011.csv,2011
53,I Am Number Four,"$149,878,437","$55,100,437",36.8%,"$94,778,000",63.2%,2011.csv,2011
54,Jack and Jill,"$149,673,788","$74,158,157",49.5%,"$75,515,631",50.5%,2011.csv,2011
55,Friends with Benefits,"$149,542,245","$55,802,754",37.3%,"$93,739,491",62.7%,2011.csv,2011
56,No Strings Attached,"$149,228,077","$70,662,220",47.4%,"$78,565,857",52.6%,2011.csv,2011
57,Arthur Christmas,"$147,419,472","$46,462,469",31.5%,"$100,957,003",68.5%,2011.csv,2011
58,Source Code,"$147,332,697","$54,712,227",37.1%,"$92,620,470",62.9%,2011.csv,2011
59,"Crazy, Stupid, Love.","$145,051,197","$84,351,197",58.2%,"$60,700,000",41.8%,2011.csv,2011
60,New Year's Eve,"$142,044,638","$54,544,638",38.4%,"$87,500,000",61.6%,2011.csv,2011
61,Contagion,"$136,515,867","$75,658,097",55.4%,"$60,857,770",44.6%,2011.csv,2011
62,Unknown,"$135,710,029","$63,686,397",46.9%,"$72,023,632",53.1%,2011.csv,2011
63,The Artist,"$133,432,856","$44,671,682",33.5%,"$88,761,174",66.5%,2011.csv,2011
64,The Three Musketeers,"$132,274,484","$20,374,484",15.4%,"$111,900,000",84.6%,2011.csv,2011
65,We Bought a Zoo,"$120,081,841","$75,624,550",63%,"$44,457,291",37%,2011.csv,2011
66,Water for Elephants,"$117,094,902","$58,709,717",50.1%,"$58,385,185",49.9%,2011.csv,2011
67,The Iron Lady,"$115,890,699","$30,017,992",25.9%,"$85,872,707",74.1%,2011.csv,2011
68,Moneyball,"$110,206,216","$75,605,492",68.6%,"$34,600,724",31.4%,2011.csv,2011
69,Insidious,"$99,557,032","$54,009,150",54.2%,"$45,547,882",45.8%,2011.csv,2011
70,Justin Bieber: Never Say Never,"$99,036,827","$73,013,910",73.7%,"$26,022,917",26.3%,2011.csv,2011
71,Paul,"$97,984,015","$37,412,945",38.2%,"$60,571,070",61.8%,2011.csv,2011
72,Scream 4,"$97,138,686","$38,180,928",39.3%,"$58,957,758",60.7%,2011.csv,2011
73,The Rite,"$96,560,591","$33,047,633",34.2%,"$63,512,958",65.8%,2011.csv,2011
74,Dolphin Tale,"$95,932,565","$72,286,779",75.4%,"$23,645,786",24.6%,2011.csv,2011
75,Nothing to Declare,"$93,811,164",-,-,"$93,811,164",100%,2011.csv,2011
76,Season of the Witch,"$91,627,228","$24,827,228",27.1%,"$66,800,000",72.9%,2011.csv,2011
77,Red Riding Hood,"$90,260,376","$37,662,162",41.7%,"$52,598,214",58.3%,2011.csv,2011
78,Sucker Punch,"$89,792,502","$36,392,502",40.5%,"$53,400,000",59.5%,2011.csv,2011
79,The Inbetweeners Movie,"$88,823,111","$36,000",<0.1%,"$88,787,111",100%,2011.csv,2011
80,The Lincoln Lawyer,"$86,752,352","$58,009,200",66.9%,"$28,743,152",33.1%,2011.csv,2011
81,Hall Pass,"$86,157,237","$45,060,734",52.3%,"$41,096,503",47.7%,2011.csv,2011
82,Spy Kids 4-D: All the Time in the World,"$85,564,310","$38,538,188",45%,"$47,026,122",55%,2011.csv,2011
83,J. Edgar,"$84,920,539","$37,306,030",43.9%,"$47,614,509",56.1%,2011.csv,2011
84,"Big Mommas: Like Father, Like Son","$82,686,066","$37,915,414",45.9%,"$44,770,652",54.1%,2011.csv,2011
85,Abduction,"$82,087,155","$28,087,155",34.2%,"$54,000,000",65.8%,2011.csv,2011
86,Tinker Tailor Soldier Spy,"$81,244,605","$24,149,393",29.7%,"$57,095,212",70.3%,2011.csv,2011
87,Priest,"$78,309,505","$29,137,000",37.2%,"$49,172,505",62.8%,2011.csv,2011
88,Drive,"$76,976,666","$35,061,555",45.5%,"$41,915,111",54.5%,2011.csv,2011
89,The Ides of March,"$76,338,111","$40,962,534",53.7%,"$35,375,577",46.3%,2011.csv,2011
90,The Mechanic,"$76,130,093","$29,121,498",38.3%,"$47,008,595",61.7%,2011.csv,2011
91,The Change-Up,"$75,450,437","$37,081,475",49.1%,"$38,368,962",50.9%,2011.csv,2011
92,Larry Crowne,"$75,055,070","$35,608,245",47.4%,"$39,446,825",52.6%,2011.csv,2011
93,Diary of a Wimpy Kid: Rodrick Rules,"$72,526,996","$52,698,535",72.7%,"$19,828,461",27.3%,2011.csv,2011
